comment,GPT5,DeepSeek,AI_Agent,consensus
"Так щас только государство из своего бюджета поддерживает эти организации псевдоказаков и прочую шоблу. Там большинство тупое быдло, гопота и алкаши, просто нужно делать вид, что вот возрожлаем Православие Самодержавие Народность. Просто для красивой картинки по говноящику",yes,yes,yes,yes
"У меня было пару недель так же,сначала выспалась,потом начала пугаться,а потом снова развлекаловка вернулась)",no,no,no,no
"Давайте уже соберемся и обоссым хрюкана, сколько можно терпеть-то",no,no,no,no
"Нестрман на самом деле в жизни ведет себя как аутист, карлан и то лучше держался. Русские вперед!",yes,no,no,disagreement
"Почему при запросе Востриков ищется только пидорас который сгорел в Кемерово? Я хочу поподробнее узнать что данный персонаж из себя представляет, дайте ссылку на канал его.",yes,yes,yes,yes
"Ага, ебёшься с девушкой, а вокруг тебя ещё куча людей ебётся",yes,yes,yes,yes
"Мужик а тем более солдат должен быть грязным и вонючим, потным. Вот так.",no,no,no,no
"Ну вот честно, мне от этого МФЦ ни холодно, ни горячо. Не знаю как другим. И все равно МФЦ за 20 лет правления так себе результат. Но удобно, не спорю)",yes,no,no,disagreement
"Перейдя в учебную группу FSA10 видим, что группа закрыта и что скорее всего она использовалась(используется) для обучения студентов. В группе аж целых 128 человек) И БИНГО! В шапке группы нас ждёт клад, всё тот же сайт: Это может значит только одно, что сайт действительно является настоящим и используется для обучения студентов. Какие мотивы были у автора, чтобы соврать и выстроить ложные обвинения, мне непонятно. Возможно, ныне популярная ловля хайпа на обсирании других, либо чей то заказ - точно мы не узнаем. Лично я вижу такую картину: преподаватель разошёлся с вышеупомянутой академией автора и решил дальше сам продолжать вести курс и обучение. Возможно, была договоренность о первоначальной использовании лицензии, которая осталась у академии. Но видимо, что то пошло не так и академия вздулась на преподавателя да так, что отрицает существование данного курса и сайта)",yes,no,no,disagreement
"Он хочет денег, много денег, очень много денег. В смысле он дорого нам обходётся",no,no,no,no
"Все правильно! Но на счёт габаритов поправлю. Оставили рослых собак няшек. Представьте себе свою, но тяжелее в два раза или даже три раза. Рост тот-же, а вес иной. Те песики один на один быков душили)",yes,no,no,disagreement
"Уважаемый, я непременно воспользуюсь вашим советом, как только забуду свой опыт зам. начальника производства в типографии, которая печатает квитанции жкх 3-х миллионными двухсторонними тиражами каждый месяц.)))) Искренне прошу не воспринимать, как обиду. Конечно же все на карандаше в соответствии с сервис мануалом.",no,no,no,no
"Пришёл, покрутил у виска и пошёл дальше.",no,no,no,no
"Ну так ничего не было с психологом. Зато в отношениях с мужем явный прогресс. Главное, как говорится, результат",yes,no,no,disagreement
"судя по рекламе, теперь любой может оперировать ? Да ну на!!!",no,no,no,no
"Спасибо, что прислали скриншот. А то уже давно не видел Zyxel",no,no,no,no
"Хочешь сказать, что мусора его не трогают, а богема не шлёт на хуй потому что он им свой ? А с судом никто не помог, потому что Он-то конечно, нам свой, но не до такой же степени, чтобы ради него жопу подымать ?",yes,yes,yes,yes
"Ну он-то не в честь Джорджа Вашингтона, президента США?",no,no,no,no
"Какой женщине выгодно, что ее муж будет отдавать часть зарплаты другим детям?",no,no,no,no
"Поздравляю РУССКУЮ БОГИНЮ АЛИНОЧКУ!!! А Медведвева - это НЕРУССКАЯ ХАЧОВКА БАБАСЯН, не удивительно, что у неё ноги кривые, гены хачей дают знать, нехуй спать с хачами.",yes,no,yes,disagreement
"Пидорашкам обидно, что он говна кинул на вентилятор и сьебался, а они так не могут. Дай им денег, они бы еще быстрее Панина сьебались и никогда не возвращались.",yes,yes,yes,yes
"Хуя он карлан, а я и не знал даже А то, что он в кого-то стрелял, так на Украине сейчас свинорез это норма жизни",yes,yes,yes,yes
"С 0:00, там движение в обратную сторону пошло почему-то (читаем про текущий дрейф материков)",no,no,no,no
"Очевидно Лоза хуеплёт, и я тоже пофиксил",yes,yes,yes,yes
"Да. Левый сосок на левой сиське, на левой фотке.",no,yes,no,disagreement
"Какой алгоритм, блядь? Отправил жалобу на бан и модератор подтвердил бан",yes,yes,yes,yes
"Сам не выкупил, признаюся. Поймал.",no,no,no,no
"Да я и так согласен, в принципе.",no,no,no,no
"А русские с Путином лучше? Всех кого обвиняет в чем то потом жмёт руку, сбили самолёт в Турции, наложили санкции все равно обнимается и целуется.",no,no,no,no
"Передайте , который меня в чс кинул, что это не русский портал. То, что тут посты выходят на русском ещё на означает, что он русский. Тут сидят люди с Украины, Беларуси, Казахстана и других стран, в которых разговаривают на русском.",no,no,no,no
"Врагу не пожелаешь такой неуверенности и нерешительности как у меня, из за этого вся жизнь наперекосяк ни личной жизни, ни друзей, сплошные комплексы и одиночество, на этом фоне развелась депрессия. Помогите, не дайте мне умереть, все к этому и идёт",no,no,no,no
"Я бы на твоём месте аккуратно бы ее поднял и посмотрел, есть ли внизу провода. А вдруг это вход в чей-то бункер под твоими ногами?",no,no,no,no
"Оригинал, который сочинил Виталий Коротич был на украинском языке. Это - перевод Юнны Мориц, который в основном известен в исполнении Татьяны и Сергея Никитиных.",no,no,no,no
"Скача по их хуям без разбора? Тебя это ебать не должно, говно",yes,yes,yes,yes
"Зато не подкопаться, реально в HD. А апскейл они не учились как делать :)",no,no,no,no
"Ага, идите в бизнес? А вообще правильно говорите - вот они и не держаться за работу. Творят хрень - плевать, уволят, наконец будет мотивация найти работу с норм зарплатой. А квалификационные кадры придут на эту зарплату? Нет, т.к. себя не уважают.",yes,yes,no,disagreement
"А может ты? Не можешь объяснить термин не используй его, за умного синхрофазатрона сойдешь чепух.",no,no,no,no
"в голове звучало что-то вроде да давай дома посидим в уюте, интернетик полистаем, поиграем во что-нибудь но ведь это действительно лучше, чем куда-то ходить)",no,no,no,no
"Самое ахуенное время это начало донбаса, по 3-4 видоса в день, видосы от Моторолы и ко, крымотреды нон стоп, милитари мапа и радио, эх были времена...",yes,no,yes,disagreement
"Главное, чтобы самих друзей не растопило",no,no,no,no
"по себе знаю что если билет берется в обе стороны то без посадки на стыковке они анулируют обратные билеты. речь здесь об упущенной прибыли если бы они продали билеты раздельно. и я вообще не оправдываю авиакомпанию. ясно что это по большей части наглость маркетинга, а уж суд так совсем борзость.",yes,no,no,disagreement
"пидорашка не может не наебать, ведь не зря говорят, что договоры заключённые с пидорахами не стоят и бумаги, на которых написаны.",yes,yes,yes,yes
"Пробовала. Плавно довёл меня до истерики и вообще сказал чтобы подобные претензии высказывала плюшевому медведи, а не ему. Буквально с месяц назад провоцировала встречу в кино, для проверки что ж ещё он щас ляпнет и нет мне не сказали. Да кстати тоже не было. Но обсуждалось на какой фильм можно сходить и когда. Просто кинотеатр куда мы чаще всего ходили закрылся, так что очень косвенно обсуждалось куда конкретно.",yes,no,no,disagreement
"Ты деньги заплатил ему блять, а то треды он создает здесь",yes,yes,yes,yes
"Посмотрел я вашу нюксель-пуксель, последние видео, что это блять за хуйня? Судя по воплям на весь двач, там должны были быть какие-то страшные, тоталитарно-сектанские идеи, которые уничтожат белую расу и захватят мир, а там, я уже не говорю, что надо чё-то про политику в РФ, про путина, про фсб, про суды, про выборы, про пенсии, там же про феминизм и вообще про левые идеи нихуя нет. Какие-то домики для ёжиков, котики, истории про отношения, какое у неё сегодня настроение было - грустненькое или веселенько, менструальные блять чаши. Да уж, после такого реально страшно за белую расу",yes,yes,yes,yes
"Просто поймал себя на мысли, что смотрю говноконтент, созданный исключительно с целью выцыганивания донатов на хайпе. А халя не в моём вкусе, в ней нет ничего женственного.",yes,yes,no,disagreement
"Тред одного из самых умственноотсталых представителей русской гитарной школы, Юрия Шильникова, который не может сыграть нормально ни квинту, ни одну из существующих пентатоник, вечно выёбывается на Хэммета и Слэша компенсируя этим свой низкий гитарный сКилл и милипиздрический писюн размером с лягушачью лапку. Пидор всея ютуба и скучное унылое говно, от тупого пиздежа которого у людей начинает идти кровь из ушей. Также имеет суперпосредственную недогруппу, в которой пытается что-то ковырять и сосать в один и тот же момент, с весьма унылыми запилами на 6й струне и неебически скучным вокалом тёлки ака Нуки2.0, люди говорят, что по звучанию группа походит на Слот, но на самом деле это просто говно мёртвой собаки. Леди и джентльмены, встречайте ФРЕДХУЕГЛИСТ",yes,yes,yes,yes
"Модератор, может почистите скопившиеся репорты?",no,no,no,no
"Бля, заебал он уже, во всякой бочке затычка. Где его нестиранные штаны в дальнейшем увидим?",yes,yes,yes,yes
"А кого любить? Гоблина тупорылого что-ли? Или какую-нибудь продажную суку из демшизы? Нет уж, спасибо не надо.",yes,yes,yes,yes
"Да, вещь была. Правда был минус с играми некоторыми, управление на клаве, а низ игры уходил вниз по экрану за клавиатуру. И колесико - джойстик боковое часто наварачивается. Будьте с ним нежны. 2 года с ним проходил. Потом взял себе Нокиа n75 и сони 870. (2 симки тогда еще были уделом китайфонов)",yes,no,no,disagreement
"Оказалось, что мне в 8 лет подарили охуенные энциклопедии, а Я уже и забыл. И ещё одна детская крутая. :3 Я почти как Маэстро!",yes,no,yes,disagreement
"пук среньк Петухевен, пожалуйста. Иди свои 15 в другом месте отрабатывай.",no,no,no,no
"чушь какая то, куда отделить, кому отделить",no,no,no,no
"Все верно глаголишь. Ни на что не намекаю...но в 2 года, зимой, в лужу, жопой...а это ещё кто то и снимает. И ничего не делает. Мрак.",no,yes,no,disagreement
"Инженерные войска Заборостроительная армия, понятно. Служил он. На стройке нахаляву отпахал, хоть себе то не пизди.",yes,yes,yes,yes
"А у тебя писечка поперек, или это только от мамы передаться может?",yes,yes,no,disagreement
"очень красиво,я-бы лисичку заказал)))",no,no,no,no
"СЕНСАЦИИЯ ДАЧИ СТАЛИНА!111 На картинке дачный дом, который можно построить дешевле цены жоповозки. Что-то пошло не так, да?",no,yes,no,disagreement
"Я тебя огорчу может, но вышло три сезона. Ждем четвертый. И можешь комикс почитать)",yes,no,no,disagreement
"Не стыдно быть бедным, стыдно быть дешёвым! Василий Маркович Шукшин.",no,no,no,no
"Да обсасывались уже эти пруфы. Все косвенно. Но потоогике жить а Рашке он не может. Может действительно хохол, а может вообще живёт в какой-нибудь Канаде.",no,no,no,no
"что за ноунейм ну постоянно надрачивая на хохлокарлика сложно посмотреть остальной интернет, хех",no,no,no,no
"Вот не ври)))) ты бы мне вовсе не ответил тогда бы, а тут целая тирада... чсв? ты из какого века это нарыл? такое уже не используется, ещё бы упячку вспомнил",no,no,no,no
"пагадите, он же итак уже запрещен, а вот шарики - нет",no,no,no,no
"Вот это оперативность.. в ситуации со списанием разобрались - программная ошибка. Но тем не менее, пожалуй, останусь при своём мнении. Согласитесь - безлимитный интернет и платный безлимит для некоторых приложений это всё же разные вещи! Что касается раздачи - мне она не была нужна в принципе. Я понимаю, что это не Ваша вина - жизнь такая, видимо.. в ВК стала платной музыка, у вас пропал безлимит, а молоко разливают по 900.. роуминг ещё не появился внутри РФ?",yes,no,no,disagreement
"Может, просто социальная несправедливость не дает покоя предыдущему докладчику? Время ведь сейчас такое: ты либо работаешь клоуном у пидорасов, либо пидорасом у клоунов за тот же самый мелкий прайс. Либо вообще, прости господи, буддист. Вот вы, извините, к кому себя относите?",yes,yes,yes,yes
"Да ладно, что раньше выпускали исключительно идеальных специалистов? Я что-то не помню, судя по моим старшим товарищам, процент отсидевших за диплом не такой и меленький. И потому мня просто вопрос, де допускаете ли Вы то, что , например, данный пост может быть написан с телефона, где излишне ретивый Т9 немного коверкает смысл и не всегда есть возможность исправить? Опечатки и на обычном компьютере случаются и не всегда есть возможность вычитать текст перед его публикацией. По моему, пост написан вполне нормально. Или я ошибаюсь, если да, то поправьте меня.",no,no,no,no
"Приветствую! Растягивание на весь экран - стандартный эффект полноэкранного режима. На самом деле эта гифка одинаково шакальна и на ПК, и на смарте. Просто На смарте они становятся одного размера, а на ПК ваша - меньше. Пруф:",no,no,no,no
"ЭКО доступно по ОМС, о чем вы?",yes,no,no,disagreement
"Ну раз Вы - художник, то на что я могу надеяться?",no,no,no,no
"Согласен, скорее всего так и есть. Если в первые 15 дней требование о замене не заявлялось (письменно), то предполагается что вы сами согласились на ремонт",yes,no,no,disagreement
"Для поиска партнёра для чпек чпека, а не для знакомств",no,no,no,no
"Если американская бутылка входит лучше русской и еще смазана, то выбор очевиден.",no,no,no,no
"Просто приди к ней домой и скажи - ты классная , даввай сходим куда нибудь !",no,no,no,no
"Круто ответил) отсутствие запятых подчеркивает твою глупость, но ты сейчас придумай какой-нибудь остроумный ответ, чтобы твоя жалкая жизнь стала чуть лучше за счёт снимого самоутверждения)",no,no,no,no
"Это предположение, констатация факта или скрытый намёк? ;)",no,no,no,no
"Берется средняя русская культура, всё условно-хорошее выпаривается, как суп в пасте про батю, остаётся пидораший концентрат, потом для вязкости добавляется хохляцкий менталитет, а в финале - хачёвский майонез. Можно жрать и приговаривать шёпотом ух, бля, кубанойды .",yes,yes,yes,yes
"Кукарекать будешь ты, петушок, на куканах у кавказских сослуживцев, когда всеобщую мобилизацию объявят, что бы те карты в реальность претворять.",yes,no,yes,disagreement
"я вижу Решать то все равно не тебе, ты бесправный пидорашка, который сделает все как скажет Пыня и Ко, иначе за копротивление быстро отправишься на бутылку. Прогнали этих мигрантов, так завезут еще больше",yes,yes,yes,yes
"Давно уже ясно, что сабж поехавший Резонёрство склонность к бесплодному мудрствованию , словесная опухоль (И. П. Павлов). Резонёром употребляются сложные выражения, иностранные слова, неологизмы для объяснения простых вещей 1 . Речь изобилует сложными логическими построениями, вычурными абстрактными понятиями, терминами, нередко употребляемыми без понимания их истинного значения. Если больной с обстоятельностью стремится максимально полно ответить на вопрос врача, то для пациентов с резонёрством не важно, понял их собеседник или нет. Им интересен сам процесс мышления, а не конечная мысль. Мышление становится аморфным, лишённым чёткого содержания. Обсуждая простые бытовые вопросы, больные затрудняются точно сформулировать предмет разговора, выражаются витиевато, рассматривают проблемы с точки зрения наиболее абстрактных наук (философии, этики, космологии). Подобная склонность к пространным бесплодным философским рассуждениям часто сочетается с нелепыми абстрактными увлечениями",yes,no,yes,disagreement
"Ну вот я в хитмана пытаюсь, там вроде все медленно, да размеренно. И управление более-менее не требует большого привыкания. Но час игры и блевать тянет",yes,no,no,disagreement
"При чём тут заводы? Сколько из? Целый один! Офигеть, как жить с одним заводом на окраине, с которого ветер сдувает выбросы от города? винить нужно транспорт и отопление углём (ТЭЦ и частное песенок) и горы вокруг города",no,no,no,no
"Плиз, кидай прямые ссылки на картинки, как в этом посте, гораздо удобнее. Спасибо. Они от этого перестанут протекать на остальную доску и засирать ее своими треугольными чернобыльскими мутантами, свиньями с украинским флагом, типичными для их треде куколдством, пидорством и прочими биопроблемами? Нет, пидорахи должны покинуть политач.",yes,yes,yes,yes
"ЖЕНЩИНА это ВЕНЕЦ ТВОРЕНИЯ, помните это ваньки! Вы все не стоите одной женской какашки, лошки! Женщины правят цивилизацией! На колени хуемрази! Феминизм победил! КНН",yes,yes,yes,yes
"скажи спасибо, что они забыли про ее грудь",no,no,no,no
"В каком тоне?Я не умаляю твоих постов и работы,но на ,без подъёба, заданный вопрос-такие кривляния,как то даже стрёмно.",no,no,no,no
"Как маска, не лепестки, короче.",no,no,no,no
"на пятак из украча: Форс свиней , хохлуту, какелов и прочих (раSSово антифашиSSтских) именований украинского народа отправляется в бан свиня плиз",no,no,no,no
"Судя по всему, 1 девушек могут жить без секса и денег в отношениях.",no,yes,no,disagreement
"эээ, а при чем тут мужики вообще?",no,no,no,no
"Вообще, ОП, конечно, молодец. Cherry picking в лучшем проявлении. Спамь боевыми картиночками с громкими заголовками. Всё равно никто не станет вникать в тему, изучать эти новости и приходить к выводу, что всё не так однозначно. Пиздец, засрали весь двач своей конспирологией про THE WHITE GENOCIDE и THE GREAT REPLACEMENT . Как-будто сижу на форчане сраном.",yes,yes,yes,yes
"для знатно, больно легко она это перенесла",no,no,no,no
"Хорс пидор, тарков не дал!",yes,yes,yes,yes
"Блядь, а ведь похоже!!!!!!!",yes,yes,yes,yes
"Да, Эстетам похуй . Когда ваш главэстет будит униженно на весь интернет опровергать свой пиздёж про старикашку - вам тоже похуй будет? Ты долбоёб, гоблядь, Маэстро если и сделает такое извенение , то в нём ещё сильнее обосрёт старикашку и хайпанёт на этом)) Можешь придумывать кликбэйтные заголовки и отправлять лакеям)) Величайший историк извеняется перед гоблинским подсосом)) Маэстро: По решению подзалупного суда косплеер не плагиатор, не бандит, не насильник, не педофил, слышите!? И сам пишет свои маняграфии)) Пусть до конца жизни судится, спляшем с Книгой Века на его могиле))",yes,yes,yes,yes
"Отлично, больше говна на вентилятор! Какай 671 просто умеет таки доставлять. Я думаю, про то, что он никогда не упомянет убердолбоеба, как всегда напиздел. Ждем видео на макспавере по этой теме всем кибуцем.",yes,yes,yes,yes
"Запретить покидать свои регионы, где родился там и пригодился Лол. Ты догадываешься, что у тебя спецы массово попрут не в другие регионы, а вообще нахуй из страны? Только и останется, что зарубежных спецов привлекать. Твой PRISM массово отсосёт у i2p, будешь хранить эксабайты бессмысленных байтов.",yes,no,no,disagreement
"Нас сегодня собрали, хлопцев 30, и поздравили Кофе Nescafe Подарочный набор , и пораньше отпустили с работы.",no,no,no,no
"Да мне похрен, кто вам что позволяет. И что вы проквакали, мне тоже не интересно.",no,no,no,no
"Дропнул три вуза МГУ, ВШЭ, СПбГУ , всё ещё живой, задавайте свои вопросы.",no,no,no,no
"Это Россия. Это дикая страна, в которой живут бедные и замёрзшие, а оттого злые и дикие люди.",no,no,no,no
"Не, если даже пожилая азиатская делает это целых 30 сек, то мне и 3 лет не хватит",no,no,no,no
"Как ловко и лаконично ты завернул слова подарки , взятки и связи у мамы и папы Не только это, но и все перечисленное. Добро пожаловать во взрослый мир. Я лишь один конкретный пример привел. Очень показательный пример, надо признать.",no,no,no,no
"хули ржете, это клава лешего",no,no,no,no
"На заводах работают смену 12 часов с 3 выходными, вот в эти 3 выходных и начинается теневая экономика провинции. 5к стоит поправить крыльцо со ступеньками, заварить дырку в воротах 2к. Довести телевизор 500 рублей.",yes,no,no,disagreement
"Да нихуя они не захватили. Жид насадил белым атеизм и науку , дабы белый не думал, и жрал говно из под жида. Все самые успешные народы глубоко религиозны. А белые утонули с своей гордыне (результатом коей и является атеизм) и скоро в ней захлебнуться.",yes,yes,yes,yes
"религия должна быть родная Христиане преуспели во всём, архитектура, наука, культура, военное дело итд итп. В чем преуспели язычники? Не надо мне про римский пантеон рассказывать, вы ведь не ему поклонятся собрались. Герои войн, писатели, музыканты, художники, русская и европейская культура за последнюю тысячу лет? НАХУЙ ТУЫХ ХРИСТОБЛЯДЕЙ! Пойдем обнимать деревья в косоворотках! Один Рыженко стоит больше, чем все родноверы вместе взятые.",yes,no,no,disagreement
"Так победил все-таки толерастный фильм, но без пантеры. ;)",no,no,no,no
"Мы дрочим не на простых тян, если ты не догадывался. Отучаемся говорить за всех.",yes,no,yes,disagreement
"Русачки ебаные, какого хуя вы отдали Польше мою Белостокскую область, половину Беловежской Пущи и мою столицу Вильню жемайтам? А, пидарасы? Какие вы щедрые чужими территориями разбрасываться!",yes,yes,yes,yes
"Приведу цитату: Истории придаёт смысл только надстройка над ней - философия истории. Cамо по себе знание дат и фактов ни к чему не ведёт, и является не пониманием, а...ну, надрочкой памяти. Cоответственно, историк, который не философ истории - есть дармоед. Потому что изучение первого лишь предоставляет сырьё для второго. Без второго оно - по-сути, запоминание такого-то толик сел на горшок . Антон Гитлерачевский, 2018 г. У Гуру есть концепции, он выводит направленные в будущее законы, по которым развивается история, Гуру - гений",yes,no,no,disagreement
"Укрытие всегда немного мешает . Кроме того, не думаю, что человек с ружьём никого не подпускал, можно было сблизиться и тогда уже не имело бы значения что у тебя в руках, пистолет или ружье. Но этот вариант скорее для сериалов, да. С другой стороны, что в кино, что в репортажах с подобных инцидентов, буржуйские полицейские используют и дверцы машин, и капоты, и деревья, да всё что угодно, чтобы уменьшить себя как мишень для преступника, что же в этом плохого? Да и перестрелки слишком уж редкая вещь для рядового опера, поэтому держать на мушке каждого подобного кадра все же перебор в жизни. Зато теперь у него нет необходимости держать всяких там на мушке, да и самой жизни нет.",yes,no,no,disagreement
"Может вы мне подскажите, в такой ситуации нужно продолжать выше писать в прокуратуру или обращаться в суд? Если в суд на кто ответчик? Фонд соц страхования?",no,no,no,no
"Коучер, промоутер, шоумен и просто альфонс",no,no,no,no
"Вот, кстати, да, очень похоже",no,no,no,no
"Я пока в танки играл, за все время рублей 500 залил. Хз зачем люди вообще туда деньши вливают",no,no,no,no
"Чоооооооооо. Я недавно в Берлине был. Цены кусучие для снгшника, но нихуя не так дорого.",yes,no,no,disagreement
"У них от веганства, совсем мозги высохли",no,no,no,no
"ЭТА ДРУГОЕ, ШВИТОЙ КОПРОЖИДРАИЛЬ НИ РАШКА-ПАРАШКА",no,no,no,no
"Вангую у этого обсоса и так по 2-3 аккаунта на каждую соцпомойку. Поэтому он тут еще лечит анонов, как им сидеть на анонимных бордах. то просто не пиши мне а ты меня заставь, чепушило, тебе тут не писать, кек. Жидко обделаешься с первой же попытки.",yes,no,no,disagreement
"заработки были без работы даже небольшие, но были, плюс я устраивался в структуру",yes,no,no,disagreement
"Пиздоболом является владелец сайта на котором нарушаются Правила этого сайта публично выставленные. Двачую, с каких пор мочеру неприятно стали выше чем это строки из манифеста на главной странице.",yes,yes,yes,yes
"украинец пидорашка, это известный факт.",yes,yes,yes,yes
"Активно покоряем, но ставят палки в колеса, только начали работу и тут прокуроры нагрянули, не спроста это!",no,no,no,no
"Мужики сохраните стрим, не могу посмотреть",no,no,no,no
"Это те люди, которые, по идее, должны быть цветом нации Нищуки и маргиналы? Неблохая такая нация выходит",yes,no,no,disagreement
"Хотел подписаться, но... С такой фантазией мне не по пути.",no,no,no,no
"Если хозяин ещё и говно за ними убирает на улице , то готов предаваться умилению. Пока что , в связи с оттепелью, проступанием говна кругом, меня собаки раздражают..",yes,yes,yes,yes
"А сейчас там ботов больше чем живых, по сути тоже самое",no,no,no,no
"Есть и такие на самом деле, только нахуй нужно?",yes,no,yes,disagreement
"Ходить-то быстро начнешь, но ненадолго. Через 10 лет нужно будет менять, никаких президенских программ уже не будет. А будут ли у тебя через 10 лет деньги на это?",yes,no,no,disagreement
"Спасибо, спасибо господа . Я был близок, но ленив.",no,no,no,no
"Вот, теперь понятно. А то сложилось впечатление, что Вы просто сидели на лавочке под деревом, читали книгу и внезапно решили уехать в Швецию :)",no,no,no,no
"Не смешите меня, даже на самой населенной трассе Москва-Петербург пассажирооборот 3,6 миллиона человек в год. Где вы найдете этих туристов? Во-вторых, эти поезда НЕ будут останавливаться в этих городках, это бессмыслица. И это города ничего не получат от нее, кроме перекрытых за полчаса дорог. И забора вдоль нее",yes,no,yes,disagreement
"Странно, у нас тоже оборонка в Питере, и чпушники под 50 получают. А инженеры и того меньше))",no,no,no,no
"Так и знал, что это здесь будет) Твой куст, какой сорт?",no,no,no,no
"Последнее время мужики прямо бегут к месту, особенно с 20-40 лет, я прямо умиляюсь) сама никогда не сажусь, так проще и никого ни в чем обвинять не придется)",no,no,no,no
"Не очень понятно, какие понятиями может быть обоснованно избиение младенца Даже у т.н. блатных есть понятие беспредела, а это он и есть И на зоне этому пацанчику будет ой как нелегко",yes,no,no,disagreement
"В России два пола. Гомосеком быть стыдно и опасно. Негры - это негры, а не афроктототам. Женщины имеют больше прав, чем мужчины. Вот поэтому и ебутся со всеми делами, раз такие умные. Аборты - а тебе не похуй? Или денег захотел дать? Ну, давай. Остоебенело читать подзалупную иностранщину. Для кого это говно переводят на наш язык? Нам до этой благородной подагры ещё коклюшами со скарлатинами два века с гаком болеть. Горчичники надо учиться крутить, а не за мусьё тарелки подлизывать.",yes,yes,yes,yes
"уж не занимался ли братец торговлей специально приготовленным растением, тетрагидроканнабиол содержащий?",no,no,no,no
"Так, давай вот четко, по тезисам - главные причины распада СССР? Он же не в единочасье в 1991 распался одним решением Чубайса.",no,no,no,no
"Есть мнение, что ещё жирный может немного хайпануть. Его петросянство уже протекло во всевозможные нарезочки и реакции.",no,no,no,no
"Истинно так. Но мрии жидов вертят шариком несколько тысяч лет. Мрии хохлов же больше напоминают бредни душевнобольных. Тут я более доверяю иудеям. Они вызывают больше доверия, более ответственны и потенциальны. Мой выбор - жиды.",yes,no,no,disagreement
